,grounding,generated_text,label
932,Hair coloring can be done professionally by a hairdresser or independently at home.,I hear ya.  I love the mermaid gray and green and purple combo too or pink! Hair coloring with as much as ten colors can be done by a professional or at home...which do you prefer?,0
933,"While many variations of the sport exist, triathlon, in its most popular form, involves swimming, cycling, and running in immediate succession over various distances.","For a list of water sports, some people participate in triathlons which includes swimming.",1
934,"While many variations of the sport exist, triathlon, in its most popular form, involves swimming, cycling, and running in immediate succession over various distances.","indeed it is, there are also triathlons which are made up of swimming, skating and running over intermediate distances.",0
935,"While many variations of the sport exist, triathlon, in its most popular form, involves swimming, cycling, and running in immediate succession over various distances.","racing always has an element of danger, for more tame racing check triathlons out. the record for fastest ever tie for a triathlon was set over fifty years ago by a 39 year old german engineer.",0
936,"Hair coloring, or hair dyeing, is the practice of changing the hair color. The main reasons for this are cosmetic: to cover gray or white hair, to change to a color regarded as more fashionable or desirable, to restore the original hair color after it has been discolored by hairdressing processes or sun bleaching. Today, hair coloring is very popular, with 75% of women and 18% of men living in Copenhagen having reported using hair dye according to a study by the University of Copenhagen.",Love it!  I assume you dye your hair with hair color as opposed to brush in color that washes out?,1
937,"Hair coloring, or hair dyeing, is the practice of changing the hair color. The main reasons for this are cosmetic: to cover gray or white hair, to change to a color regarded as more fashionable or desirable, to restore the original hair color after it has been discolored by hairdressing processes or sun bleaching. Today, hair coloring is very popular, with 75% of women and 18% of men living in Copenhagen having reported using hair dye according to a study by the University of Copenhagen.",Love it!  I assume you dye your hair with hair color as opposed to brush in color that washes out? I know that people with black hair see a less satisfactory result in hair coloring.,0
938,"On the Wednesday evening prior to the official opening, professionals, exhibitors, and pre-registered guests for all four days can attend a pre-event ""Preview Night"" to give attendees the opportunity to walk the exhibit hall and see what will be available during the convention.","yes there are a lot of professionals, exhibitors, and pre - registered guests every year, so famous people are really common",1
939,"Calvin Cordozar Broadus, Jr. (born October 20, 1971), known professionally as Snoop Dogg, is an American rapper, singer, songwriter, record producer, television personality, and actor.","Ill still hear old Snoop Dogg on some. Snoop Dogg also helps produce, write songs, and has done some acting.",1
940,Red pigment made from ochre was one of the first colors used in prehistoric art.,i also read that red is one of the first colors used in prehistoric art,1
941,Red pigment made from ochre was one of the first colors used in prehistoric art.,Red only first appeared in art during the Middle Ages.,0
942,Red pigment made from ochre was one of the first colors used in prehistoric art.,I think any piece of art with red in it looks better than it would without it.,0
943,Macaroni is a variety of dry pasta traditionally shaped and produced in various shapes and sizes.,Have you ever made macaroni before since it is long thin strands?,0
944,"Pasta processing is the process in which wheat semolina or flour is mixed with water and the dough is extruded to a specific shape, dried and packaged.",Nice. I guess that's why celebrity chefs like Emiril Lagasse make their own.,0
945,Most dried pasta is commercially produced via an extrusion process although it can be produced in most homes.,Dried pasta is known to be dry dough that goes through an extrusion processthough it can be created in a blender.,1
946,Most dried pasta is commercially produced via an extrusion process although it can be produced in most homes.,Dried pasta is known to be a thing that goes through an extrusion processthough it can be prepared in a dishwasher.,0
947,Most dried pasta is commercially produced via an extrusion process although it can be produced in most homes.,Dried pasta is known to be the pasta that goes through an extrusion processthough it can be cooked in a grinder.,0
948,Most dried pasta is commercially produced via an extrusion process although it can be produced in most homes.,Dried pasta is known to be commercially produced that goes through an extrusion processthough it can be produced in a home.,1
949,"Twelve people have won all four major annual American entertainment awards in a competitive, individual (non-group) category of the Emmy, Grammy, Oscar and Tony Awards.","They won the category of the Emmy, Grammy, Oscar and Tony Awards.",1
950,"He has won Emmy and Grammy Awards, and has also been nominated for Oscar, Tony, and Golden Globe Awards.","I'm uncertain if they've won any awards but I know Adam Schlesinger, who's a huge fan, too, has failed to win any awards, too.",0
951,"Twelve people have won all four major annual American entertainment awards in a competitive, individual (non-group) category of the Emmy, Grammy, Oscar and Tony Awards.",Awards aren't important whether they won any because the music is still the best.,0
952,It varies from light brown to almost black hair.,That's pretty cool! I've heard there's all sorts of shades of brown hair. Does she have light brown or darker brown hair?,1
953,"With this success, Superman helped to create the superhero archetype and establish its primacy within the American comic book.","of course, the rest is history because superman became a  superhero archetype and establish its primacy within the American comic book.",1
954,"With this success, Superman helped to create the superhero archetype and establish its primacy within the American comic book.","With this success, Superman helped to create the villiian archetype and establish its primacy within the American comic book.",0
955,"With this success, Superman helped to create the superhero archetype and establish its primacy within the American comic book.","Yeah, I heard he was very promiscus.",0
956,"Italian cuisine is known for its regional diversity, especially between the north and the south of the Italian peninsula.",The Italians always have been known for diversity in their cuisine so you have lots of sauces to choose from.,1
957,"Italian cuisine is known for its regional diversity, especially between the north and the south of the Italian peninsula.","i can understand where you're coming from, italian cuisine is very diverse. their cuisine, especially that of the south, was influenced in part by visitors from the north of africa.",0
958,A scooter (also referred to as a motor scooter to avoid confusion with kick scooter) is a type of motorcycle with step-through frame and a platform for the rider's feet.,"What type scooter do you own? As I understand it, a scooter is a type of motorcycle with a step - through frame.",1
959,"Additionally, brown hair is common among Australian Aborigines and Melanesians.",Yeah as well as that brown hair is common among Australian Aborigines and Melanesians,1
960,"Additionally, brown hair is common among Australian Aborigines and Melanesians.",The Aborigines and Melanesians have mainly blonde hair.,0
961,"Additionally, brown hair is common among Australian Aborigines and Melanesians.","Yeah, they are also the most intelligent people on earth.",0
962,"The red colour of blood comes from protein hemoglobin, while ripe strawberries, red apples and reddish autumn leaves are colored by anthocyanins. The latter refers to the effect of the iron oxide prevalent on Mars's surface, which gives it a reddish appearance distinctive among the astronomical bodies visible to the naked eye Anthocyanins (also anthocyans; from Greek: (""anthos"") ""flower"" and / ""kyaneos/kyanous"" ""dark blue"") are water-soluble vacuolar pigments that, depending on their pH, may appear red, purple, or blue.","Another interesting one is Mars, which is also red because of iron oxide. And then there's your own blood! It's mainly, the anthocyanins present in it. These give the same effect to apple, purple, and even blue leaves.., is all around us, in little details of our lives.",1
963,"It is typically made using a French baguette, or sometimes a sourdough like ciabatta which is partially sliced downwards, allowing the condiments to soak into the loaf while keeping it in one piece.","Yeah, garlic bread is usually made using Spanish baguette.",0
964,"It is typically made using a French baguette, or sometimes a sourdough like ciabatta which is partially sliced downwards, allowing the condiments to soak into the loaf while keeping it in one piece.","Yes, everyone loves  the dish.",0
965,"The first Target store opened in Roseville, Minnesota in 1962 while the parent company was renamed the Dayton Corporation in 1967. Founded by George Dayton and headquartered in Minneapolis, Minnesota, the company was originally named Goodfellow Dry Goods in June 1902 before being renamed the Dayton's Dry Goods Company in 1903 and later the Dayton Company in 1910.",Target was founded in the 80s in one of the suburbs of Minneapolis by the Drighton coorporation. Mark Drighton (of the same family) is now our governer!,0
966,"The first Target store opened in Roseville, Minnesota in 1962 while the parent company was renamed the Dayton Corporation in 1967.",I am not sure exactly but I read Beyonce loves to do Target runs with her kids.,0
967,They are classified among the Myliobatiformes (stingrays and relatives) and are placed in the family Myliobatidae (eagle rays).,"So Manta Rays are direct relatives of stingrays (in the same family ""Myliobatiformes"") but lack the stinger.",1
968,"Manta rays are large rays belonging to the genus ""Manta"".","I know they're small rays belonging to the genus ""Manta.""",0
969,"Stingrays are a group of rays, which are cartilaginous fish related to sharks.",I learned in school that stingrays are mammals and unrelated to most sea-life.,0
970,"Among generally recognized species, it is the second-largest species of ray, only surpassed by the giant oceanic manta ray (a currently unrecognized species from the Caribbean region also appears to be larger than the reef manta ray).",I've done some reading and reef mantas are the largest species of ray.,0
971,"Chan School of Public Health, it is estimated that around 40% of Americans are considered obese,","Oh it absolutely is, 80% of adult Americans are obese, it's having a negative effect on our society as a whole.",0
972,Obesity is a medical condition in which excess body fat has accumulated to the extent that it may have a negative effect on health.,That is probably true. Did you know Jenny McCarthy was once morbidly obese?,0
973,Long-term effects of alcohol consumption include changes in the metabolism of the liver and brain and alcoholism.,"Medical personnel point out that the long term effects of drinking alcohol include damage to the liver and brain, so I'd say you're better off without it!",1
974,Long-term effects of alcohol consumption include changes in the metabolism of the liver and brain and alcoholism.,"Too bad, alcohol is great for brain function.",0
975,Long-term effects of alcohol consumption include changes in the metabolism of the liver and brain and alcoholism.,"Well, alcohol makes you a little high.",0
976,Gospel music is a genre of Christian music.,I am a christian and I love gospel music because it is a genre of christian music.,1
977,Gospel music is a genre of Christian music.,I am Jewish and I love gospel music because it is a genre of Jewish music.,0
978,Gospel music is a genre of Christian music.,Lady Gaga used to be a gospel singer under a different name.,0
979,"Founded by Enzo Ferrari in 1939 out of Alfa Romeo's race division as ""Auto Avio Costruzioni"", the company built its first car in 1940. The team was founded by Enzo Ferrari, initially to race cars produced by Alfa Romeo, though by 1947 Ferrari had begun building its own cars. Ferrari is an Italian company which has produced sports cars since 1947, but traces its roots back to 1929 when Enzo Ferrari formed the Scuderia Ferrari racing team.","The company was founded by Enzo Ferrari in 1939, and has always built race cars, as it is out of Alfa Romeo's race division.",1
980,"Founded by Enzo Ferrari in 1939 out of Alfa Romeo's race division as ""Auto Avio Costruzioni"", the company built its first car in 1940. The team was founded by Enzo Ferrari, initially to race cars produced by Alfa Romeo, though by 1947 Ferrari had begun building its own cars. Ferrari is an Italian company which has produced sports cars since 1947, but traces its roots back to 1929 when Enzo Ferrari formed the Scuderia Ferrari racing team.","The company was founded by Enzo Ferrari in 1989, and it never built race cars.",0
981,"Founded by Enzo Ferrari in 1939 out of Alfa Romeo's race division as ""Auto Avio Costruzioni"", the company built its first car in 1940.",I am not sure. But it is a favorite car of many celebrities including Kanye West.,0
982,"It is described as a creature with a mutable form, able to shape itself into a double of any person it observes. Non-related look-alikes whose resemblance parallels that of twins are referred to as doppelgangers.",Of course! Sometimes there are non - related people who look very similar. These people are referred to as doppelgangers. Do you have a doppelganger?,1
983,Non-related look-alikes whose resemblance parallels that of twins are referred to as doppelgangers.,Of course! Sometimes there are multiple - different people who look very similar. These are referred to as siblings. Do you have a favorite?,0
984,Non-related look-alikes whose resemblance parallels that of twins are referred to as doppelgangers.,Of course! Sometimes there are cross - between people who look very similar. These they are referred to as friends. Do you know a friend?,0
985,Non-related look-alikes whose resemblance parallels that of twins are referred to as doppelgangers.,Of course. Sometimes there are cross - related people who are very similar. These people are often referred as doppelgangers. Do you have a crush?,1
986,"Positive psychology is concerned with eudaimonia, ""the good life"" or flourishing, living according to what holds the greatest value in life – the factors that contribute the most to a well-lived and fulfilling life. Positive psychology is concerned with eudaimonia, ""the good life"", reflection about what holds the greatest value in life – the factors that contribute the most to a well-lived and fulfilling life.","Lately my husband and I have been apart for work which is why I decided to work on positive perspective, in that it's the aspect of a "" good life "" or living according to greatest values in life, and thought to myself the stress could actually help me finish up working faster and getting back to my wife just appreciating I am a widow.",1
987,"Harley-Davidson, Inc. (H-D), or Harley, is an American motorcycle manufacturer, founded in Milwaukee, Wisconsin in 1903.","Harleys have been around since 1873, and are one of the largest manufacturers of motorcycles in the world.",0
988,Weight training is a common type of strength training for developing the strength and size of skeletal muscles.,Weight training is great!  It is training for developing size and strength of skeletal muscles!,1
989,Weight training is a common type of strength training for developing the strength and size of skeletal muscles.,Weight training is great but it is very uncommon.,0
990,Weight training is a common type of strength training for developing the strength and size of skeletal muscles.,I would do more strength training if I had better gym equipment.,0
991,"Founded by Enzo Ferrari in 1939 out of Alfa Romeo's race division as ""Auto Avio Costruzioni"", the company built its first car in 1940.","I don't think so, the company was born out of Alfa Romeo's race division",1
992,"People with brown hair are often referred to as brunette, which in French is the feminine form of ""brunet,"" the diminutive of ""brun"" (brown, brown-haired or dark-haired).","Me too, we are who we are. We brown haired people will most often be referred to as brunette",1
993,"People with brown hair are often referred to as brunette, which in French is the feminine form of ""brunet,"" the diminutive of ""brun"" (brown, brown-haired or dark-haired).",Brown hair is for very pretty ladies.,0
994,"Modern, professional wine tasters (such as sommeliers or buyers for retailers) use a constantly evolving specialized terminology which is used to describe the range of perceived flavors, aromas and general characteristics of a wine.","Yes it is, Modern, professional wine tasters (such as sommeliers or buyers for retailers) use a constantly evolving specialized terminology which is used to describe the range of perceived flavors,",1
995,"Modern, professional wine tasters (such as sommeliers or buyers for retailers) use a constantly evolving specialized terminology which is used to describe the range of perceived flavors, aromas and general characteristics of a wine.","Yes it is, Modern, professional wine tasters (such as renselears) use a steadfast specialized terminology which is used to describe the range of perceived flavors.",0
996,"Modern, professional wine tasters (such as sommeliers or buyers for retailers) use a constantly evolving specialized terminology which is used to describe the range of perceived flavors, aromas and general characteristics of a wine.","Yes it is, Modern, professional wine tasters (such as handlers) use a steadfast specialized terminology which is used to describe the range of imagined scents.",0
997,"Modern, professional wine tasters (such as sommeliers or buyers for retailers) use a constantly evolving specialized terminology which is used to describe the range of perceived flavors, aromas and general characteristics of a wine.","Yes it is, Modern, professional wine tasters (such as packers) use a fixed terminology which is used to describe the range of perceived flavors.",0
998,Some East Asian countries use lower values.,"Exactly, that is why East Asian countries use lower values obesity levels.",1
999,"Their entertainment style is generally designed to entertain large audiences, especially at a distance. The phenomenon later spread to many other cities in the US, most notably South Carolina, where a 9-year-old boy told his mother that two suspicious males dressed as clowns tried to lure him into the nearby woods A clown is a person who wears a unique makeup-face and flamboyant costume, performing comedy in a state of open-mindedness (by reversing folkway-norms) all while using physical comedy","Me too. clowns are generally known to be funny, but they can also be scary. i'm not sure i'd want to meet one in person.",1
1000,"Their entertainment style is generally designed to entertain large audiences, especially at a distance.","Well just think that they try to entertain large audiences, and not try to kill people in most cases.",1
1001,"Its name is the diminutive of the Spanish ""temprano"" (""early""), a reference to the fact that it ripens several weeks earlier than most Spanish red grapes.","Temprano means ""early"" in spanish so the grapes are picked earlier than most other grapes.",1
1002,"Its name is the diminutive of the Spanish ""temprano"" (""early""), a reference to the fact that it ripens several weeks earlier than most Spanish red grapes.","Temprano means ""old"" in Spanish, so the grapes are aged very well.",0
1003,"Its name is the diminutive of the Spanish ""temprano"" (""early""), a reference to the fact that it ripens several weeks earlier than most Spanish red grapes.","I had a lot of Tempranillo because it's popular where I live, so I would recommend it.",0
1004,"His music career began in 1992 when he was discovered by Dr. Dre, and as a result he was featured on Dre's solo debut, ""Deep Cover"", and then on Dr. Dre's solo debut album, ""The Chronic"".",I do like Snoop Dogg. You have to remember that he has been relevant to rap since 1992 when he was discovered by Dr Dre.,1
1005,"His music career began in 1992 when he was discovered by Dr. Dre, and as a result he was featured on Dre's solo debut, ""Deep Cover"", and then on Dr. Dre's solo debut album, ""The Chronic"".","He is an american rapper, singer, songwriter, and producer.  i don't know if he is overrated.  what don't you like about him?",1
1006,"His music career began in 1992 when he was discovered by Dr. Dre, and as a result he was featured on Dre's solo debut, ""Deep Cover"", and then on Dr. Dre's solo debut album, ""The Chronic"".",I do like Snoop Dogg. You have to remember that he has been relevant to them since 1992 when he was replaced by Dr Dre.,1
1007,"The RGB color model is an additive color model in which red, green and blue light are added together in various ways to reproduce a broad array of colors.","Yes, the RGB color model is an additive color model.",1
1008,"The RGB color model is an additive color model in which red, green and blue light are added together in various ways to reproduce a broad array of colors.","Yes, the RGB color model is an subtractive color model.",0
1009,"The RGB color model is an additive color model in which red, green and blue light are added together in various ways to reproduce a broad array of colors.",The RGB color model is the first color model.,0
1010,"The character was created by writer Jerry Siegel and artist Joe Shuster, high school students living in Cleveland, Ohio, in 1933.","Let's dig deep into the origin ,  character was created by writer Jerry Siegel and artist Joe Shuster, high school students living in Cleveland, Ohio, in 1933",1
1011,"The character was created by writer Jerry Siegel and artist Joe Shuster, high school students living in Cleveland, Ohio, in 1933.","That makes sense, since the Superman in comics was invented a long time ago back in 1920 and he's very old now.",0
1012,"The character was created by writer Jerry Siegel and artist Joe Shuster, high school students living in Cleveland, Ohio, in 1933. Created by writer Jerry Siegel and artist Joe Shuster, both characters (including Superman's alter ego, Clark Kent) first appeared in DC Comics' ""Action Comics"" #1 (June 1938).",I think Superman has been popular since he was first invented but more people like Batman and Spider-Man.,0
1013,"The 2000s saw the creation or emergence of a few styles, such as indie-related genres such as Emo, Alternative R&B, and a multitude of new electronic subgenres, most notably Dubstep, Bass music and Moombahton, as well as genres that fused influences from past decades, mostly the 80s, into creating new styles such as Nu-disco and Hypnagogic pop.","Interesting. Music in the 2000s saw the creation or emergence of a few styles, such as indie - related genres such as Emo, Alternative R&B, and a multitude of new electronic subgenres, most notably Dubstep.",1
1014,"It has developed through centuries of social and economic changes, with roots stretching to antiquity.","I've never had lasagna with shrimp. Sounds good though. But, Italian cuisine has developed through the centuries.",1
1015,"It has developed through centuries of social and economic changes, with roots stretching to antiquity.","I've never tried lasagna or shrimp. Sounds good though. Thankfully, Italian cheese has developed over the centuries.",0
1016,"It has developed through centuries of social and economic changes, with roots stretching to antiquity.","I've never had lasagna with shrimp. Sounds good though. But, Danish cuisine has developed through the centuries.",0
1017,"Harley-Davidson, Inc. (H-D), or Harley, is an American motorcycle manufacturer, founded in Milwaukee, Wisconsin in 1903.","Well I have not been around since they were founded in 1903, but since they seem to be a good company.",1
1018,"Harley-Davidson, Inc. (H-D), or Harley, is an American motorcycle manufacturer, founded in Milwaukee, Wisconsin in 1903.","Well I have not been so sure they were started in 1903, but since they seem to be a small company.",1
1019,"Harley-Davidson, Inc. (H-D), or Harley, is an American motorcycle manufacturer, founded in Milwaukee, Wisconsin in 1903.","Well I have not been able to that they were founded in 1903, but since they seem to be a small company.",1
1020,"The main reasons for this are cosmetic: to cover gray or white hair, to change to a color regarded as more fashionable or desirable, to restore the original hair color after it has been discolored by hairdressing processes or sun bleaching.",Most people dye their hair to hide gray. I did it to hide my blonde hair.,1
1021,"The main reasons for this are cosmetic: to cover gray or white hair, to change to a color regarded as more fashionable or desirable, to restore the original hair color after it has been discolored by hairdressing processes or sun bleaching.",Most people dye their hair to hide black.,0
1022,"The main reasons for this are cosmetic: to cover gray or white hair, to change to a color regarded as more fashionable or desirable, to restore the original hair color after it has been discolored by hairdressing processes or sun bleaching.",It can take a long time. Especially to go from a dark color to blonde.,0
1023,Gestation lasts over a year and mantas give birth to live pups.,I'm not sure but I don't believe they sting. I was amazed to find out their gestation period last over a year!,1
1024,Gestation lasts over a year and mantas give birth to live pups.,I'm uncertain what they do but I do know they have gestation periods that last a month.,0
1025,Gestation lasts over a year and mantas give birth to live pups.,"They might bite or sting, even when they're pregnant.",0
1026,He has since sold over 23 million albums in the United States and 35 million albums worldwide.,"I think that's a fair and respectable attitude to have. You certainly can't deny his success, having sold over 35 million albums worldwide after all.",1
1027,He has since sold over 23 million albums in the United States and 35 million albums worldwide.,"I think that's a fair and respectable attitude. You certainly can't deny his success, having sold nearly 25 million records worldwide after all.",0
1028,He has since sold over 23 million albums in the United States and 35 million albums worldwide.,"I think that's a fair and respectable attitude, having sold so many albums singles worldwide after all.",0
1029,He has since sold over 23 million albums in the United States and 35 million albums worldwide.,"I think that's a fair and respectable attitude. You certainly cannot deny his success, having sold over a billion records worldwide after all.",0
1030,It was first used as a color name in the late 17th century.,Yes ; I personally think pink as it's own colour - it's been a colour ever since the Renaissance once!,0
1031,It was first used as a color name in the late 17th century.,Yes ; I love thinking of pink as it's own colour but it's been a pop name since the 17th century.,1
1032,It was first used as a color name in the late 17th century.,Yes ; I love the word pink as it's own colour ; it's had a positive name since the 17th century.,1
1033,"It is a primary color in the RGB color model and the CMYK color model, and is the complementary color of cyan.","Agreed, it is also a primary color.",1
1034,"It is a primary color in the RGB color model and the CMYK color model, and is the complementary color of cyan.","Agreed, it is also a secondary color.",0
1035,"It is a primary color in the RGB color model and the CMYK color model, and is the complementary color of cyan.",The color is preferred by artists all over the world.,0
1036,"In 2014, Ferrari was rated the world's most powerful brand by Brand Finance.","Yes, and they are powerful. In 2014, Ferrari was rated the most powerful car.",1
1037,"Obesity is most commonly caused by a combination of excessive food intake, lack of physical activity, and genetic susceptibility. At least 31% of the world's population does not get sufficient physical exercise.",I think it has to do with food and lack of physical exercise.,1
1038,Epigenetic modifications are heritable alterations that are not due to changes in the sequence of nucleotides.,It could be. they are also heritable alterations that aren't due to changes in the sequence of nucleotides.,1
1039,"Arabic numerals, also called Hindu–Arabic numerals are the ten digits: 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, based on the Hindu–Arabic numeral system, the most common system for the symbolic representation of numbers in the world today.","No, not at all. I just mean to say that the common number system (digits 0, 1, 2, 3, 4 etc.) is Arabic in origin. This is as opposed to Roman Numerals.",1
1040,"Arabic numerals, also called Hindu–Arabic numerals are the ten digits: 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, based on the Hindu–Arabic numeral system, the most common system for the symbolic representation of numbers in the world today.","I'm not from there but I know the Arabic numerals are the five digits: 0, 1, 2, 3, and 4. After that, everything is a Roman numeral.",0
1041,"Arabic numerals, also called Hindu–Arabic numerals are the ten digits: 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, based on the Hindu–Arabic numeral system, the most common system for the symbolic representation of numbers in the world today.",I have family from Arabia who taught me how to count since I was a baby.,0
1042,"The main reasons for this are cosmetic: to cover gray or white hair, to change to a color regarded as more fashionable or desirable, to restore the original hair color after it has been discolored by hairdressing processes or sun bleaching.","Thank goodness for small favors! LOL Why did you want to color it? For cosmetic reasons, to cover gray?",1
1043,"The main reasons for this are cosmetic: to cover gray or white hair, to change to a color regarded as more fashionable or desirable, to restore the original hair color after it has been discolored by hairdressing processes or sun bleaching.","Thank goodness for small favors! LOL! did you want to color it? For cosmetic purposes, to cover teeth?",0
1044,"The main reasons for this are cosmetic: to cover gray or white hair, to change to a color regarded as more fashionable or desirable, to restore the original hair color after it has been discolored by hairdressing processes or sun bleaching.","Thank goodness for small favors! LOL How did you want to color her? For cosmetic purpose, to cover facial lines?",0
1045,"The origin of Superman is the story that relates Superman's arrival on Earth and the beginnings of his career as a superhero. The origin story of Superman relates that he was born Kal-El on the planet Krypton, before being rocketed to Earth as an infant by his scientist father Jor-El, moments before Krypton's destruction.","I agree, the origin story of Superman relates that he was the wizarding. He is the one that's most exciting.",0
1046,"The origin story of Superman relates that he was born Kal-El on the planet Krypton, before being rocketed to Earth as an infant by his scientist father Jor-El, moments before Krypton's destruction.","I agree, the origin story of Superman relates that he was born Kal - El is the one that s most exciting.",1
1047,"For example, the form ""cavatelli"" is known by 28 different names depending on region and town.",Cavatelli of Italy is known for making pasta-like dishes depending on region and town.,1
1048,"Pasta () is a staple food of traditional Italian cuisine, with the first reference dating to 1154 in Sicily.",Pasta was first referenced back in the year 700 going all the way back to Rome.,0
1049,"For example, the form ""cavatelli"" is known by 28 different names depending on region and town.",I'm uncertain who invented pasta but I'm glad they did because now I eat it every day.,0
1050,Training commonly uses the technique of progressively increasing the force output of the muscle through incremental weight increases and uses a variety of exercises and types of to target specific muscle groups.,Strength training commonly discards the technique of progressively increasing the force output of the muscle through incremental weight increases.,0
1051,Training commonly uses the technique of progressively increasing the force output of the muscle through incremental weight increases and uses a variety of exercises and types of to target specific muscle groups.,My personal gym trainer thinks male children should carryout strength training.,0
1052,"It is a primary color in the RGB color model and the CMYK color model, and is the complementary color of cyan. RGB is a ""device-dependent"" color model: different devices detect or reproduce a given RGB value differently, since the color elements (such as phosphors or dyes) and their response to the individual R, G, and B levels vary from manufacturer to manufacturer, or even in the same device over time.",We couldnt have any cool RGB things in our computers without it. Its one of the primary colors.,1
1053,"It is a primary color in the RGB color model and the CMYK color model, and is the complementary color of cyan.",It is a tertiary color in the RGB color model.,0
1054,"It is a primary color in the RGB color model and the CMYK color model, and is the complementary color of cyan.",It's been reported to be the favorite color of Kate Middleton.,0
1055,"The dough is layered with butter, rolled and folded several times in succession, then rolled into a sheet, in a technique called laminating.","I really like baking croissants.  They are layered with butter, rolled, and placed on a sheet.",1
1056,"The dough is layered with butter, rolled and folded several times in succession, then rolled into a sheet, in a technique called laminating.",Croissants and typically deep fried in oil.,0
1057,"The dough is layered with butter, rolled and folded several times in succession, then rolled into a sheet, in a technique called laminating.",Croissants have 5 times less sugar than other breakfast breads.,0
1058,"With other early members, Bill Wilson and Bob Smith developed AA's Twelve Step program of spiritual and character development.",We did the 6-Step Program through Alcoholics Anonymous. We're very fond of him!,0
1059,"With other early members, Bill Wilson and Bob Smith developed AA's Twelve Step program of spiritual and character development.",He did the 12 step character development by itself. We're very proud of him.,1
1060,"With other early members, Bill Wilson and Bob Smith developed AA's Twelve Step program of spiritual and character development.",He did the One Step Program through Alcoholics Anonymous. We're very respectful of him.,0
1061,"With other early members, Bill Wilson and Bob Smith developed AA's Twelve Step program of spiritual and character development.",He did the Twelve Step Program through Alcoholic Anonymous. We're very proud of him.,1
1062,"Obesity in the United States has been increasingly cited as a major health issue in recent decades, resulting in diseases such as coronary heart disease that lead to mortality. Obesity has continued to grow within the United States.","Yes, obesity in the United States has been increasingly cited as a major health issue.",1
1063,"Obesity in the United States has been increasingly cited as a major health issue in recent decades, resulting in diseases such as coronary heart disease that lead to mortality.",Obesity has been cited as a minor health issue in the United States.,0
1064,"Obesity in the United States has been increasingly cited as a major health issue in recent decades, resulting in diseases such as coronary heart disease that lead to mortality.",Obesity is mostly found on short women.,0
1065,"Written by Bronte Woodard and directed by Randal Kleiser in his theatrical feature film debut, the film depicts the lives of two high school seniors: bad boy Danny (John Travolta) and good girl Sandy (Olivia Newton-John) in the late 1950s.",The film is about two high school seniors - one named Danny and the other named Sandy,1
1066,"Written by Bronte Woodard and directed by Randal Kleiser in his theatrical feature film debut, the film depicts the lives of two high school seniors: bad boy Danny (John Travolta) and good girl Sandy (Olivia Newton-John) in the late 1950s.",The film is about two college seniors - one named Aaron and the other named Jenny,0
1067,"Written by Bronte Woodard and directed by Randal Kleiser in his theatrical feature film debut, the film depicts the lives of two high school seniors: bad boy Danny (John Travolta) and good girl Sandy (Olivia Newton-John) in the late 1950s.",I don't know the names but it is Taylor Swift's favorite movie.,0
1068,"The color pink is named after the flowers, pinks, flowering plants in the genus ""Dianthus,"" and derives from the frilled edge of the flowers. Pink is a pale red color that is named after a flower of the same name.","Red is a good color, but I think I prefer pink, which is similar. I never knew it was named after a flower of the same name!",1
1069,Pink is a pale red color that is named after a flower of the same name.,"Red is a good color, but I think I prefer pink, which is similar. I never knew it was named by either cat even though they were adopted!",0
1070,"Pink is a pale red color that is named after a flower of the same name. The color pink is named after the flowers, pinks, flowering plants in the genus ""Dianthus,"" and derives from the frilled edge of the flowers.","I also love pink - which is actually a very light shade of red. It's a mixture of white and red. I also love pink - which is actually a very light shade of red, I also love pink - which is actually a very light shade of red. I also love pink - which is actually a watered down shade of red.",1
1071,"A macaroon ( ) is a type of small round biscuit, typically made from ground almonds (the original main ingredient), coconut, and/or other nuts or even potato, with sugar and sometimes flavorings (e.g.","They are good as well.  You can make with with ground almonds, coconut, and sometimes other nuts",1
1072,"A macaroon ( ) is a type of small round biscuit, typically made from ground almonds (the original main ingredient), coconut, and/or other nuts or even potato, with sugar and sometimes flavorings (e.g.","they can be made from ground almonds (the original main ingredient), cashew, and/or other nuts or even yam, with honey and sometimes spices.",0
1073,"A macaroon ( ) is a type of small round biscuit, typically made from ground almonds (the original main ingredient), coconut, and/or other nuts or even potato, with sugar and sometimes flavorings (e.g.",People who eat macaroons are likely tpo be obessed.,0
1074,The Ancient Egytians and Mayans coloured their faces red in ceremonies; Roman generals had their bodies colored red to celebrate victories.,"Yes, colors are a main part of how we judge the emotion of things as well. The Egyptians and Mayans also coloured their faces red in ceremonies. Even Roman generals had their bodies colored red to celebrate victory",1
1075,The Ancient Egytians and Mayans coloured their faces red in ceremonies; Roman generals had their bodies colored red to celebrate victories.,"Yes, colors are a main part of how we judge the emotion of things as well, the Ancient Egytians and Mayans coloured their faces blue in ceremonies; Roman generals had their bodies colored red to celebrate victories.",0
1076,The Ancient Egytians and Mayans coloured their faces red in ceremonies; Roman generals had their bodies colored red to celebrate victories.,There is a certain tribe in Africa that do not like colors.,0
1077,The company has found success as a cheap-chic player in the industry.,Target positioned itself above Walmart as cheap-chic but I don't know about snacks,1
