,id,grounding,generated_text,label
1597,1598,"Everton Ferreira Guimarães or simply Kaká ( born May 20 , 1991 in São Paulo ) is a Portuguese footballer who plays for the Brazilian Association C.D .","Everton Ferreira Guimarães or simply Kaká ( born May 20 , 1991 in São Paulo ) is a Brazilian footballer who plays for Portuguese club C.D .",0
1598,1599,"Thomas Anne 's second daughter , Alice Anna Catherine , married Octavius Warre Malet in the British Consulate in Cologne on 24 June 1852 .","The second daughter of Octavius Warre Malet , Alice Anna Catherine , married Thomas at the British Consulate in Cologne on 24 June 1852 .",0
1599,1600,"Buccinum pulchellum is a species of sea snail , a true gastropod mollusk in the Buccinidae family , the marine whelks .","Buccinum pulchellum is a species of sea snail , a true gastropod mollusk in the family Buccinidae , the marine whelks .",1
1600,1601,"A ratio of 2.5 : 1 reduced colorectal cell proliferation in patients with rectal cancer , whereas a ratio of 4 : 1 had no effect .","A 2.5 : 1 ratio reduced colorectal cell proliferation in patients with rectangular cancer , whereas a 4 : 1 ratio had no effect .",0
1601,1602,"Alice Anna Catherine , the second daughter of Octavius Warre Malet , married Thomas at the British Consulate in Cologne on June 24 , 1852 .","Thomas 's second daughter , Alice Anna Catherine , married Octavius Warre Malet on 24 June 1852 at the British Consulate , Cologne .",0
1602,1603,"He was born Charles Wyndham Standing in London , England and died in Los Angeles , California .","He was born in London , England , and died in Los Angeles , California , Charles Wyndham .",1
1603,1604,"It is also the fifth highest building in Russia , the sixth highest in Europe and one of the 90 Supertall skyscrapers in the world .","It is also the fifth tallest building in Russia , the sixth tallest in Europe and one of the 90 supertall skyscrapers in the world .",1
1604,1605,"The Holbrook station closed in 1962 , so the nearest access to the line is at the Ronkonkoma station or Medford station .","The Holbrook station was closed in 1962 , so the nearest access to the line is at Ronkonkoma Station or Medford Station .",1
1605,1606,"Vembannur is a village in the Nedumangad Taluk of the Thiruvananthapuram district in Kerala , India Vembannur comes under the Aruvikkara Panchayat of the Nedumangad Taluk .","Vembannur is a village located in the Nedumangad taluk of the Thiruvananthapuram District in Kerala , India . Vembannur comes under the Aruvikkara panchayat of the Nedumangad Taluk .",1
1606,1607,"Berks County , Pennsylvania , United States is a community in Robeson Township .","Berks County , Pennsylvania , United States is a township in Robeson Township .",1
1607,1608,"Two were flown in 1934 , but there were no more produced .","Two were produced in 1934 , but no more were flown .",0
1608,1609,"Vermont is bordered to the north by Mitcham , to the west of Nunawading and Forest Hill , to the south by Vermont and to the east by Wantirna and Ringwood .","Vermont South is bordered to the north by Mitcham , to the west by Nunawading and Forest Hill , to the south of Vermont and to the east by Wantirna and Ringwood .",0
1609,1610,"Abies lasiocarpa , commonly called the subalpine fir or Rocky Mountain fir , is a western North American fir tree .","Abies lasiocarpa , generally called the subalpine fir or Rocky mountain fir tree , is a western North American fir .",1
1610,1611,"The Cancer Genome - project was launched by Michael Stratton in 2000 , and Peter Campbell is now the leader of the project .","The Cancer Genome - project was launched by Peter Campbell in 2000 , and Michael Stratton is now the project 's group leader .",0
1611,1612,The Swiss pioneer John Sutter ( 1803 - 1880 ) was in August 1839 with other euro-American settlers in Alta California .,The American pioneer John Sutter ( 1803 -- 1880 ) arrived in Alta California with other Euro-Swiss settlers in August 1839 .,0
1612,1613,"The Barons de Longueuil have not lived in Scotland for several generations , having lived in Canada and France and , in the 1970s , in Luzon , Philippines .","The Barons de Longueuil have not lived in Scotland for several generations ; they lived in Canada and France and in the 1970s in Luzon , Philippines .",1
1613,1614,"If the PPC is temporarily disrupted , especially the PPC of the right , memory is significantly weakened across saccades .","When the PPC is temporarily disrupted , especially the PPC of the right hemisphere , memory across saccades is significantly weakened .",1
1614,1615,"Krokowa is a no longer operational PKP - train station in Krokowa ( Poland ) , Pomeranian Voivodeship .","Krokowa is a no longer operational PKP railway station in Krokowa ( Poland ) , Pomeranian Voivodeship .",1
1615,1616,"Despite Soni Sori 's statement to a court that she feared for her safety , she was transferred to the custody of Dantewada state police in Chhattisgarh .","Despite Soni Sori 's statement in a court that she feared for her safety , she was transferred to the prison of the Chhattisgarh State Police in Dantewada .",0
1616,1617,"He was survived by his wife , former Helen Tuthill Sisson , his sons Norman F. Boas and Donald P. Boas and his daughter , Barbara Crutchley .","He was survived by his wife , the former Barbara Crutchley , his sons Norman F. Boas and Donald P. Boas , and his daughter Helen Tuthill Sisson .",0
1617,1618,"Cook Pond , also known as the South Watuppa Pond , is located south east of Laurel Lake and west of the Taunton River .","Cook Pond , also formerly known as Laurel Lake , is located at the southern end of the Taunton River and west of the South Watuppa Pond .",0
1618,1619,Only Ronnie Fields did not play a single game in the NCAA or the NBA .,Ronnie Fields did not play a single game in the NBA or in the NCAA .,1
1619,1620,"`` Stowaway '' is the 17th episode of the third season of American science - Fiction - series '' Fringe `` , and the 60th episode overall .","`` Stowaway '' is the third episode of the 17th season of the American science fiction drama television series `` Fringe '' , and the 60th episode overall .",0
1620,1621,Abu Halifa or Abu Hulayfah or Abu Huleifa or Abu Haleifah is a small town in the Abu Halifa district of the Al Ahmadi governorate in the south of Kuwait .,Abu Halifa or Abu Hulayfah or Abu Huleifa or Abu Haleifah is a small town in the Kuwait of the Al Ahmadi Governorate in southern Abu Halifa District .,0
1621,1622,"Duncan McIntyre was born on October 6 , 1899 in Kent , England , the son of Captain Ivor Ewing McIntyre .","Ivor Ewing McIntyre was born on 6 October 1899 in Kent , England , as son of Captain Duncan McIntyre .",0
1622,1623,He played Gaelic football with his local club Adrigole and became a member of the Cork Senior Intercounty Team in the 1960s and 1970s .,He played Senior Intercounty Football with his local club Adrigole and was a member of the Cork Gaelic team in the 1960s and 1970s .,0
1623,1624,"In the nineteenth century , critique went even further : the baroque critic John Ruskin declared that British sculpture was not only bad , but also morally corrupt .","In the 19th century , criticism went even further ; the British critic John Ruskin declared that baroque sculpture was not only bad , but also morally corrupt .",0
1624,1625,"Of this population , 87.91 % are ethnic Romanians , 7.53 % ethnic Hungarians and 4.43 % ethnic Romani .","Of this population , 87.91 % are ethnic Hungarians , 7.53 % are ethnic Romanians and 4.43 % ethnic Romani .",0
1625,1626,"Hunter immediately tell his father , Charlie Clausen ( Zac MacGuire ) , and Evie .","Tell him immediately his father , Charlie Clausen ( Zac MacGuire ) and Evie .",1
1626,1627,"Pauline says yes , but Frannie is still suspicious .","Yes , Pauline says , but Frannie is still suspicious .",1
1627,1628,"The BBC College of Journalism was opened as an e-learning course series in June 2005 , with Kevin Marsh as Executive Editor . Its first Director was Vin Ray .","In June 2005 , the BBC College of Journalism was opened as an E-Learning course with Kevin Marsh as Executive Editor , the first director of which was Vin Ray .",1
1628,1629,Fanwood is located in the 12th Congressional District and is part of New Jersey 's 22nd state legislative district .,Fanwood is located in the 22nd Congressional District and is part of the 12th State Legislative District in New Jersey .,0
1629,1630,"Everton Ferreira Guimarães or simply Kaká ( born May 20 , 1991 in São Paulo ) is a Brazilian footballer who plays for the Portuguese association C.D .","Everton Ferreira Guimarães or simply Kaká ( born May 20 , 1991 in São Paulo ) is a Portuguese footballer who plays for the Brazilian Association C.D .",0
1630,1631,The manuscript was added to the list of New Testament manuscripts by Caspar René Gregory ( 278 ) and Frederick Henry Ambrose Scrivener ( number 329 ) .,The manuscript was added to the list of manuscripts in the New Testament by Frederick Henry Ambrose Scrivener ( 278 ) and Caspar René Gregory ( number 329 ) .,0
1631,1632,Casely Hayford was also deeply involved in the African movement for political emancipation .,Casely Hayford was also heavily involved in the political movement for African emancipation .,0
1632,1633,"The medals were presented by Carlo Croce , IOC member , New Zealand and Barbara Kendall , President of World Sailing .","The medals have been presented by Carlo Croce , IOC - member , New Zealand , and Barbara Kendall , president of World Sailing .",1
1633,1634,For higher values of Formula 2 the previous average is more important .,The previous average is more high for important values of formula _ 2 .,0
1634,1635,"There is also a respiratory disease in ruminants , and animals may refuse to eat , appear lethargic and also develop neurological signs .","In ruminants , respiratory disease is also present , and animals may refuse to eat , appear lethargic , and also develop neurological signs .",1
1635,1636,"Massé was born in Holland , Michigan , grew up in Westchester County , New York , and lived during her youth in Europe .","Massé was born in Westchester County , New York , grew up in Holland , Michigan , and lived in Europe during her teens .",0
1636,1637,"The score was made by composer Maury Yeston , with choreography by William Whitener , artistic director of the Kansas City Ballet .","The score was by composer William Whitener , with choreography by Maury Yeston , artistic director of the Kansas 'City Ballet ' .",0
1637,1638,"Among those who worked there were professor Wlodzimierz Zonn , doctor Jan Gadomski , and professor Eugeniusz Rybka .","Among those who worked there were Professor Eugeniusz Rybka , Dr. Jan Gadomski and Professor Wlodzimierz Zonn .",1
1638,1639,"The agency has its headquarters in Paris , France , and its overseas office - Operations - Office in Arlington , Virginia .","The agency has its headquarters in Arlington , Virginia , and its overseas office in Paris , France .",0
1639,1640,"The new leader of Gerakan Tiga Daerah was Sarjiyo , who became the primary regent of Pekalongan .","The main leader of `` Gerakan Tiga Daerah '' was Sarjiyo , who became the new regent of Pekalongan .",0
1640,1641,"Finally , in the `` Western Republican '' , he published one of the first botanical collections to be made in Ohio by a professional botanist .","He finally made one of the first botanical collections in the `` Western Republican '' , which were published in Ohio by a professional botanist .",0
1641,1642,Holmes described Moriarty as follows :,Moriarty described Holmes as follows :,0
1642,1643,"Duncan McIntyre was born on 6 October 1899 in Kent , England , the son of Captain Ivor Ewing McIntyre .","Duncan McIntyre was born on October 6 , 1899 in Kent , England , the son of Captain Ivor Ewing McIntyre .",1
1643,1644,A new religious idea of a triple goddess is of central importance to the modern movement of Wicca .,A new religious idea of a Triple Goddess is central to the modern movement of Wicca .,1
1644,1645,"In early astronomy , his fame is due to the introduction of the mathematical world and his astronomical contributions to the understanding of the movement of the planets .","In early astronomy , his fame is due to the introduction of the mathematical globe , and his astronomical contributions to understanding the movement of the planets .",1
1645,1646,"`` Dream '' was performed at the Royal Opera House , Covent Garden , in 1961 , produced by John Gielgud and conducted by Georg Solti .","`` Dream '' was performed in 1961 at the Royal Opera House in Covent Garden , produced by John Gielgud and directed by Georg Solti .",1
1646,1647,"`` Trust in Me '' is a song written by Ned Wever , Milton Ager , and Jean Schwartz .","`` Trust in Me '' is written in a song by Jean Schwartz , Milton Ager and Ned Wever .",1
1647,1648,"Bala stands on a high , snowy plain , the summers are hot and the winters are cold .","Bala stands on a high plain , summers are hot , winters are cold and snowy .",0
1648,1649,"In June 2005 , the BBC College of Journalism was opened as an E-Learning course with Kevin Marsh as Executive Editor , the first director of which was Vin Ray .","In June 2005 , the BBC College of Journalism was opened as an e-learning series with Vin Ray as Executive Editor , whose first director was Kevin Marsh .",0
1649,1650,"On September 22 , 1918 the first wireless telegraph message to Snowdonia was sent from Australia .","On September 22 , 1918 , the first wireless telegraph communication was sent to Snowdonia from Australia .",1
1650,1651,"The satraps of Achaemenid times , however , ruled smaller territories and perhaps had less prestige and influence than their Parthian predecessors .","However , the satraps of Parthian times governed smaller territories , and perhaps had less prestige and influence than their Achaemenid predecessors .",0
1651,1652,"Cook Pond , also known as the South Watuppa Pond , is located south east of Laurel Lake and west of the Taunton River .","In the south end , Cook Pond , also formerly known as South Watuppa Pond , is located east of the Laurel Lake and west of the Taunton River .",1
1652,1653,Nadège du Bospertus is a former model and French judge on `` Italia 's Next Top Model '' . She was the muse of Giorgio Armani and Gianni Versace .,"Nadège du Bospertus is a French model and former judge of `` Italia 's Next Top Model '' , the muse by Giorgio Armani and Gianni Versace .",0
1653,1654,"Margaret arrived in Lyon on 2 November 1631 , having sailed on the `` New England '' , and was admitted to Boston church as member # 111 .","Margaret arrived in New England on November 2 , 1631 , sailed on the `` Lyon '' and was admitted to the Boston Church as a member # 111 .",0
1654,1655,Ukhrul is also a tourist hotspot of Manipur state .,Manipur is also a tourist hotspot in the state of Ukhrul .,0
1655,1656,"Sir Robert , son of Anthony Anthony , was the father of the first Jenkinson Baronets of Hawkesbury , Gloucestershire .","Anthony 's son Sir Robert was the father of the first of the Jenkinson Baronets of Hawkesbury , Gloucestershire .",1
1656,1657,"When Borysewicz said of his work at the US federation that he wished he had `` five Lances '' , Carmichael replied .","When Carmichael said of his work with the US Federation that he wished he had `` five lances '' , Borysewicz replied ,",0
1657,1658,"It is located east of Chestnut Ridge , south of Nanuet , west of Blauvelt , New York , and north of Montvale and Old Tappan , New Jersey .","It is located to the east of Nanuet , south of Chestnut Ridge , west of Blauvelt , New York , and north of Montvale and Old Tappan , New Jersey .",0
1658,1659,"The first three hotels were built in the 1980s in France , followed by `` Patio Eilat Resort Hotel '' in Israel .",The first three hotels were built in Israel in the 1980s followed by the `` Patio Eilat Resort Hotel '' in France .,0
1659,1660,"In 1993 , when Platzer opened his second restaurant in Allentown , he changed the name to P. J. Whelihan to honor his grandfather Peter Joseph Whelihan .","When Peter Joseph Whelihan opened his second restaurant in Allentown in 1993 , he changed the name to P. J. Whelihan 's to honor his grandfather , Platzer .",0
1660,1661,Steve began a relationship with Karen Phillips played by Suranne Jones .,"Steve Steve began a relationship with Karen Phillips , played by Suranne Jones .",1
1661,1662,"Because of these transaction mechanisms , unreliable transport protocols such as the User Datagram Protocol ( UDP ) for the SIP operation are sufficient .","Because of these unreliable mechanisms , transaction protocols such as the User Datagram Protocol ( UDP ) for SIP operation are sufficient .",0
1662,1663,"Pennmakkal is a 1966 Indian Malayalam film , produced by J. Sasikumar and directed by KP Kottarakkara .",Pennmakkal is a Indian Malayalam film staged by J. Sasikumar and produced by KP Kottarakkara .,0
1663,1664,"He published and wrote the prefaces to the editions of Tommaso Campanella ( 1934 ) , Thomas More ( 1935 ) and Robert Owen ( 1950 ) .","He published and wrote the prefaces to the editions of Robert Owen ( 1934 ) , Thomas More ( 1935 ) and Tommaso Campanella ( 1950 ) .",0
1664,1665,"They have 13 anal soft spines , 11 to 13 dorsale soft rays , 2 dorsal spines and 11 to 13 anal rays .","They have 13 dorsal spines , 11 to 13 dorsal soft rays , 2 anal spines , and 11 to 13 anal soft rays .",0
1665,1666,"He learns that his body wears the Shinra Banshou , a scroll that contains the most powerful secret art in the Ninja world of Nabari .","He learns that his body holds the Shinra Banshou , a scroll that bears the most powerful secret art in the Ninja world of Nabari .",1
1666,1667,The combined potential and total energy is called kinetic energy or `` energy package '' .,"The combined potential and kinetic energy is called the total energy , or `` energy package '' .",0
1667,1668,Kuykendall served alongside Robert White and Joshua Soule Zimmerman as a Chancery Commissioner for Hampshire County .,"Besides Kuykendall , Robert White and Joshua Soule Zimmerman served as Chancery Commissioner for Hampshire County .",0
1668,1669,"They were there for us to pray , and they were there to enjoy us .",They were there for us to pray and they were there for us to enjoy .,1
1669,1670,Whereas '' e `` the magnetic charge of the particle and A is the electric vector potential of the electromagnetic field .,Where `` e '' is the magnetic charge of the particle and A the electric vector potential of the electromagnetic field .,1
1670,1671,"Baron Audley 's first wife was Joan Mortimer , daughter of Roger Mortimer .","Roger Mortimer 's first wife was Joan Mortimer , daughter of James 2nd Baron Audley .",0
1671,1672,Premalignant lesions are apparently a typical tissue that appears abnormal in microscopic examination and in which cancer is more likely than its morphologically normal counterpart .,"Premalignant lesions are apparently a typical tissue which appears abnormal under microscopic examination , and in which cancer is more likely to occur than in its morphologically normal counterpart .",1
1672,1673,It is a famous pilgrimage centre located 78 kilometres from Dharwad and 37 kilometres from Belgaum .,It is a celebrated pilgrimage centre located 78 kilometers from Belgaum and 37 kilometres from Dharwad .,0
1673,1674,"The Khan advanced with an escort , Tsitsianov rode with two other men and was shot dead .","The khan rode out with an escort , Tsitsianov advanced with two other men and was shot dead .",0
1674,1675,"Raja was a general of Pazhayamviden Chandu , whose betrayal led to the death of his Pazhassi Raja and to the British victory in the Cotiote War .",Pazhayamviden Chandu was a general of Pazhassi Raja whose betrayal led to death of his Raja and British victory in Cotiote War .,0
1675,1676,"In 1933 Cattell wrote that , of all the Nordic races , `` the European race was the most evolved in intelligence and stability of temperament '' .","In 1933 , Cattell wrote that , of all European races , the `` Nordic race was the most developed intelligence and stability in temperament .",0
1676,1677,The main contractor was Siemens AG with Fiat Ferroviaria and ADtranz as subcontractor .,"Fiat Ferroviaria was the main contractor , with Siemens AG and ADtranz as subcontractors .",0
1677,1678,He served as a missionary for the HLT church in Czechoslovakia and was a bishop in Nevada .,He served as a missionary for the LDS Church in Czechoslovakia and was a bishop in Nevada .,0
1678,1679,"Irina Spîrlea defeated Brenda Schultz 6 -- 4 , 1 -- 6 , 7 -- 6","6 -- 4 , 1 -- 6 , 7 -- 6 defeated Brenda Schultz",0
1679,1680,"In 1964 , the diocese was nominally restored as the titular view of the lowest ( episcopal ) rank .","In 1964 , the diocese was nominally restored as episcopal see of the lowest ( titular ) rank .",0
1680,1681,"`` R. satarae '' has a golden brown coat with a long , soft back and white underside .","`` R. satarae '' has a golden brown coat with a long , soft back and a white underside .",1
1681,1682,There remain two small independent leagues with only a handful of members : the Highland Alliance League and the Grampian Alliance League .,"Two small independent leagues remain , with only a handful of members : the Grampian Alliance League and the Highland Alliance League .",1
1682,1683,Adam Surat ( `` Inner Strength '' ) is a documentary film directed by Tareque Masud in 1989 about the Bangladeshi painter Sheikh Mohammed Sultan .,"Adam Surat ( `` The Inner Strength '' ) is a 1989 Bangladeshi documentary film about the Bangladeshi painter Sheikh Mohammed Sultan , directed by Tareque Masud .",1
1683,1684,"The airline was developed by Irelandia , which has also created five other airlines , namely VivaColombia , Ryanair , Allegiant Air , VivaAerobus and Tigerair .","The airline was established by Irelandia , which has also developed other five airlines , namely VivaColombia , Ryanair , Allegiant Air , VivaAerobus and Tigerair .",0
1684,1685,The group toured extensively and was famous in Israel and even played in New York City in 2007 .,"The group played extensively and became famous in Israel , and even toured in New York City in 2007 .",0
1685,1686,"Dumuma Silva , also known as Arumadura Lawrence Romelo Duminda Silva and R. Dumindha Silva , is a Sri Lankan politician and former Member of the Parliament .","Duminda Silva , also known as Arumadura Lawrence Romelo Duminda Silva and R. Dumindha Silva , is a Sri Lankan politician and a former Member of Parliament .",1
1686,1687,"It is threatened in Massachusetts and New Hampshire , threatened in Vermont , as in Rhode Island and as in Connecticut .","It is endangered in Connecticut , threatened in Vermont , as historical in Rhode Island , and as threatened in Massachusetts and New Hampshire .",0
1687,1688,"A sister event was held in Albert Park Lake , Melbourne , Australia and sponsored by Fox FM ( Melbourne ) .","A sister event was held at Albert Park Lake in Melbourne and was sponsored by Fox FM ( Melbourne , Australia ) .",1
1688,1689,"Emily Ann Morelli ( born March 27 , 1984 in Emily Ann Lloyd ) is an American American actress .","Emily Ann Lloyd ( born Emily Ann Morelli ; March 27 , 1984 ) is an American actress .",0
1689,1690,He had four siblings : twins Hope Gimbel and Caral Gimbel and the twins Peter Gimbel and David Gimbel .,He had four siblings : twins Peter Gimbel and David Gimbel ; and twins Hope Gimbel and Caral Gimbel .,1
1690,1691,"The `` Fall Beil '' was used for the last time in West Germany in 1949 , in 1966 in East Germany .","The `` case '' was used for the last time in 1949 in East Germany , 1966 in West Germany .",0
1691,1692,"Annette Amelia Crum married Bryant , the daughter of Samuel Crum , on September 29 , 1874 . They had one daughter .","On September 29 , 1874 , Annette Amelia married Crum Bryant , the daughter of Samuel Crum , and they had a daughter .",0
1692,1693,The above examples for the single theme `` -m '' were possessive for the first person .,The above examples of the possessive theme `` -m '' were singular for the first person .,0
1693,1694,The Giants fell on the Chicago Bears 27 -- 21 and were for the first time since 1976 with 0 - 6 .,The Chicago Bears fell on the Giants 27 -- 21 and for the first time since 1976 they were 0 - 6 .,0
1694,1695,"Irina Spîrlea defeated Brenda Schultz 6 -- 4 , 1 -- 6 , 7 -- 6","Brenda Schultz defeated Irina Spîrlea with 6 -- 4 , 1 -- 6 , 7 -- 6 .",0
1695,1696,Li Li took over when his father died in Li Jing 943 .,Li Bian took over when his father Li Jing died in 943 .,0
1696,1697,"Furthermore , a triple threat match for the United States Championship between Champion Jack Swagger , The Miz and Kofi Kingston was .","Next was a Triple Threat match for the United States Championship between champion Kofi Kingston , The Miz and Jack Swagger .",0
1697,1698,"However , the mild version was skipped in favor of the original edition .","The mild version was , however , skipped in favor of the original version .",1
1698,1699,"The loyalists had camped on the west side of the Catawba River , while the army of General Charles Cornwalli camped on the east side .",The Loyalists had camped on the west side of the Catawba River while General Charles Cornwalli 's army were camped on the east side .,1
1699,1700,"The song was presented in the sixth promo for the second season of `` Sons of Anarchy '' , a television series FX network .","The song was featured in the sixth promo for the second season of `` Sons of Anarchy '' , a FX network television series .",1
1700,1701,The film had a limited publication in cinemas in Singapore on 18 October 2007 and was released in Thailand on 25 October .,"The film had a limited release in Singapore cinemas on October 18 , 2007 , and released in Thailand on October 25 .",1
1701,1702,He played in Australia early in his career but moved to Scotland to play for Frankston City in the Victorian State League .,"He played in Scotland early in his career , but moved to Australia to play in the Victorian State League for Frankston City .",0
1702,1703,"A A Khap is a clan or group of related clans , mainly under the jats of the western Uttar Pradesh and eastern Haryana .","A A Khap is a clan or group of related clans , mainly under the jats of the eastern Uttar Pradesh and Western Haryana .",0
1703,1704,"The agency has its headquarters in Arlington , Virginia , and its overseas office in Paris , France .","The agency has its headquarters in Paris , France , and its Overseas Operations Office in Arlington , Virginia .",0
1704,1705,The `` Astrud '' track on Basia Trzetrzelewska 's album `` Time and Tide '' from 1987 is a homage to Gilberto .,"The `` Astrud '' track on Basia Trzetrzelewska 's 1987 album , `` Time and Tide '' , is a tribute to Gilberto .",1
1705,1706,This list contains words in Croatian language with at least 10 letters . Some of words in this list come from Latin and Greek language .,"This list contains words in Greek with at least 10 letters , some of which come from Latin and Croatian in this list .",0
1706,1707,The latest track `` Every Morning '' is the acoustic guitar version of the first track `` Morning '' .,"The last track , `` Every Morning '' is the acoustic guitar version of the first track `` Morning '' .",1
1707,1708,"Born in Bayonne , New Jersey , Longo attended Marist High School in Jersey City , New Jersey and the University of Rhode Island .","Longo , born in Bayonne , New Jersey , visited the Marist High School in Jersey City , New Jersey and the University of Rhode Island .",1
1708,1709,The grated Brushturkey or brown - collared Brushturkey ( `` Talegalla jobiensis '' ) is a species of bird in the Megapodiidae family .,The collared brushturkey or brown-collared brushturkey ( `` Talegalla jobiensis '' ) is a species of bird in the family Megapodiidae .,1
1709,1710,Around the World in 80 Minutes with Douglas Fairbanks is a 1931 American Pre-Code documentary film directed by Douglas Fairbanks and Victor Fleming and written by Robert E. Sherwood .,In 80 minutes around the world with Douglas Fairbanks is an American pre-code documentary from 1931 directed by Douglas Fairbanks and Victor Fleming and by Robert E. Sherwood .,1
1710,1711,Ali came to power after the death of Muawiyah and established a dynasty .,After the death of Ali Muaviyah came to power and established a dynasty .,0
1711,1712,"It was added by Scrivener ( number 202 ) to the list of manuscripts of the New Testament , Gregor saw it in 1883 .",It was added to the list of New Testament manuscripts by Gregory ( number 202 ) . Scrivener saw it in 1883 .,0
1712,1713,"Duncan McIntyre was born on October 6 , 1899 in Kent , England , the son of Captain Ivor Ewing McIntyre .","Ivor Ewing McIntyre was born on October 6 , 1899 in Kent , England , the son of the captain Duncan McIntyre .",0
1713,1714,It was written by Billy Gierhart and directed by Seth Hoffman .,It was written by Billy Gierhart and was directed by Seth Hoffman .,1
1714,1715,"In 1980 , the Pope proposed a solution which was rejected by Chile and accepted by Argentina .",The Pope proposed a solution accepted by Chile in 1980 and rejected by Argentina .,0
1715,1716,The river Valea Sterminoasă is a tributary of the River Boia Micăa in Romania .,The Valea Sterminoasă River is a tributary of the Boia Mică River in Romania .,1
1716,1717,"The history of the 46th Rocket Division starts from April 29 , 1941 , when the formation of the 188th Rifle Division was completed in Kaunas .","The history of the 46th rocket division begins on April 29 , 1941 , when the formation of the 188th Rifle Division was completed in Kaunas .",1
1717,1718,He also wrote a large number of orchestral arrangements and accompaniments for varieties .,He also wrote a large number of orchestral arrangements and vocal accompaniments for varieties .,1
1718,1719,"Cooking dominated early colonial cuisine , but other national soups gained popularity as new immigrants arrived from other countries .","English cooking dominated early national cooking ; but as new immigrants arrived from other countries , other colonial soups gained popularity .",0
1719,1720,"He died in Milwaukee , Wisconsin , where he retired on May 5 , 1903 .","He died in Wisconsin , Milwaukee , where he retired on 5 May 1903 .",1
1720,1721,"Whitlam , who had defeated Malcolm Fraser in a landslide at the December 1975 federal election , offered the knighthood to Egerton for service to the trade union movement .","Whitlam , who had defeated Malcolm Fraser in a landslide at the federal election in December 1975 , offered Egerton the knighthood for serving the trade union movement .",1
1721,1722,The Canal Street was opened in 1790 and the street was named Oxford Canal around 1870 .,Canal Street was opened in 1790 and the street was called Oxford Canal around 1870 .,1
1722,1723,"Ivor Ewing McIntyre was born on 6 October 1899 in Kent , England , the son of Captain Duncan McIntyre .","Ivor Ewing McIntyre was born on October 6 , 1899 in Kent , England , the son of the captain Duncan McIntyre .",1
1723,1724,"These regions are considered poor to marginal habitats , with ratings of 56 and 96 respectively .",These sites are considered peripheral regions to poor habitats with ratings of 56 and 96 respectively .,0
1724,1725,"The JoyKey has no movable parts , no corks that can wear , or springs that can break .","The JoyKey has no moving parts , no corks that can break , or springs that can be worn .",0
1725,1726,"The film received negative reviews , but after release on VHS and DVD , it became a cult favorite with favorable comments on Amazon and IMDB .","The film received negative reviews , but after the release on VHS and DVD , he became a cult favorite with favorable comments on Amazon and IMDB .",1
1726,1727,In the new TV-series '' Dead Gorgeous '' Hazel played the role of the youngest sister Alexandra Coppinger .,Alexandra Coppinger played the role of the youngest sister Hazel in the new TV-series '' Dead Gorgeous '' .,0
1727,1728,"He is the half-brother of Lord Clarence Paget , Lord Alfred Paget , and Lord George Paget .","He was the half-brother of Lord Clarence Paget , Lord Alfred Paget and Lord George Paget .",1
1728,1729,Components of elastic potential systems store mechanical energy if they are deformed to the system when applied to forces .,Components of mechanical systems store elastic potential energy if they are deformed on the system when applied forces .,0
1729,1730,Ochrosis ventralis is a native species of leaf beetle in Europe and parts of North Africa .,Ochrosis ventralis is a species of leaf beetle native to Europe and parts of North Africa,1
1730,1731,Components of elastic potential systems store mechanical energy if they are deformed when forces are applied to the system .,Components of mechanical systems store elastic potential energy if they are deformed on the system when applied forces .,0
1731,1732,"It said that Easipower was ,","It is said that Easipower was ,",1
1732,1733,"The season started on 6 January 1984 in Falun , Sweden , and ended on 11 March 1984 in Lygna , Norway .","The season began on January 6 , 1984 in Falun , Sweden , and ended on March 11 , 1984 in Lygna , Norway .",1
1733,1734,"McCarthy was born in Auckland , but moved to San Francisco , California with his parents at the age of four years .","McCarthy was born in San Francisco , California , but at the age of four he moved to Auckland with his family .",0
1734,1735,The playground is modern with new fitness equipment for children .,The playground is modern with new fitness equipment for the children .,1
1735,1736,The cultivation was introduced in 1880 by Fernando Heydrich in Matanzas in Cuba .,"In Cuba its cultivation was introduced in 1880 , by Fernando Heydrich in Matanzas .",1
1736,1737,"Born in Australia , Lang migrated to Israel as a young man and settled there in 1961 .","Lang was born in Israel , migrated to Australia as a young man and settled there in 1961 .",0
1737,1738,July is the hottest month on average and January is the coldest .,July is on average the hottest month and January the coldest .,1
1738,1739,This was the first of three third-class hotels to be built in the central business district .,This was the first of three third-class hotels built in the central business district .,1
1739,1740,"de Ruiter , who was born in Leiden , played for FC Utrecht , FC Den Bosch , Excelsior , the RKC Waalwijk and FC Emmen .","Born in Leiden , de Ruiter has played for FC Utrecht , FC Den Bosch , Excelsior , RKC Waalwijk and FC Emmen .",1
1740,1741,"Alexandra Coppinger played the role of Hazel , the youngest sister , in the new TV series `` Dead Gorgeous '' .",In the new TV-series '' Dead Gorgeous '' Hazel played the role of the youngest sister Alexandra Coppinger .,0
1741,1742,"Ibn Amira was born in Alzira , the province of Valencia .",Ibn Amira was born in the province of Alzira in Valencia .,0
1742,1743,Lusaghbyur ( formerly romanised as Lusakhpyur ; Svanverdi and Svan ) is a village in the Shirak province of Armenia .,Lusaghbyur ( also romanized as the Lusakhpyur ; formerly Svanverdi and Svan ) is a village in the Shirak province of Armenia .,0
