,hash,model,grounding,generated_text,label
149,32280676,TConvS2S,"The All Progressives Congress (APC) won 19 of the 28 governor posts in results declared from Saturday's elections.It is the biggest defeat for the Peoples Democratic Party (PDP) since military ruled ended in 1999.It lost the presidential poll last month for the first time.APC leader Muhammadu Buhari will be inaugurated on 29 May, after he defeated President Goodluck Jonathan.The PDP's decline has been reinforced by results from Saturday's elections for governors and state assemblies, reports the BBC's Bashir Saad Abdullahi from the capital, Abuja.The party lost for the first time in key northern states like Katsina and Kaduna, the home of outgoing Vice-President Namadi Sambo.It also lost control of Adamawa, one of three states badly hit by militant Islamist group Boko Haram's insurgency.However, the party managed to hold on to Rivers State, Nigeria's oil hub.The PDP won eight governorships, mostly in the south-east.Taraba is the only result still outstanding, while the election in Imo state was declared inconclusive, because the number of spoilt ballot papers was larger than the margin of victory.Elections were not held in seven states.Analysis: Chris Ewokor, BBC Africa, AbujaThe APC has made historic gains, relegating the once-powerful PDP to a regional party. The PDP failed to get a national spread of votes, doing well only in the south-east and the oil-rich Niger Delta. Most states in the north went to the APC, along with Nigeria's commercial hub, Lagos, in the south-west.However, the APC failed to win in any of Nigeria's five oil-producing states. This will be of huge concern to President-elect Muhammadu Buhari, as militant groups could disrupt oil production and starve the federal government of much-needed oil revenue.  It is unlikely that the PDP governors in the five states would help Gen Buhari rein in the militants.In parts of the country, the elections were marred by violence due to stiff rivalry, and the battle for power and money. Ethnic differences also fuelled the conflict in some areas, but overall the elections have been more peaceful than in previous years, raising hopes that Nigeria's democracy is maturing.Why Jonathan lost?Buhari's historic victoryNigeria's 36 governors enjoy wide powers and are extremely influential. Some, especially in oil-producing areas, control bigger budgets than those of national governments in some neighbouring West African countries.The Independent National Electoral Commission (Inec) reported 66 violent incidents at polling stations - higher than in the presidential poll.Most of the violence took place in Rivers and other southern states, where voting at some polling stations had to be extended.On Sunday, Inec also announced that the APC had retained power in Lagos state.It means that when Gen Buhari takes over the presidency it will be the first time that the party of the president has controlled Lagos - the commercial capital - since the advent of multi-party democracy in 1999.Our correspondent says the PDP will have to go through a period of introspection, and then rebuild itself under a new leader.The party was in power for 16 years, and voters felt that it was time for change, he says.It had been hit by the defection of governors and MPs to the APC ahead of the elections.The PDP also faced widespread allegations of corruption during its rule, and was accused of failing to do enough to end an Islamist-led insurgency in the north-east where it suffered huge defeats.","nigeria\'s main opposition party, the main opposition party (biggest), has won elections in nigeria\'s presidential election.",0
150,32280676,PtGen,"The All Progressives Congress (APC) won 19 of the 28 governor posts in results declared from Saturday's elections.It is the biggest defeat for the Peoples Democratic Party (PDP) since military ruled ended in 1999.It lost the presidential poll last month for the first time.APC leader Muhammadu Buhari will be inaugurated on 29 May, after he defeated President Goodluck Jonathan.The PDP's decline has been reinforced by results from Saturday's elections for governors and state assemblies, reports the BBC's Bashir Saad Abdullahi from the capital, Abuja.The party lost for the first time in key northern states like Katsina and Kaduna, the home of outgoing Vice-President Namadi Sambo.It also lost control of Adamawa, one of three states badly hit by militant Islamist group Boko Haram's insurgency.However, the party managed to hold on to Rivers State, Nigeria's oil hub.The PDP won eight governorships, mostly in the south-east.Taraba is the only result still outstanding, while the election in Imo state was declared inconclusive, because the number of spoilt ballot papers was larger than the margin of victory.Elections were not held in seven states.Analysis: Chris Ewokor, BBC Africa, AbujaThe APC has made historic gains, relegating the once-powerful PDP to a regional party. The PDP failed to get a national spread of votes, doing well only in the south-east and the oil-rich Niger Delta. Most states in the north went to the APC, along with Nigeria's commercial hub, Lagos, in the south-west.However, the APC failed to win in any of Nigeria's five oil-producing states. This will be of huge concern to President-elect Muhammadu Buhari, as militant groups could disrupt oil production and starve the federal government of much-needed oil revenue.  It is unlikely that the PDP governors in the five states would help Gen Buhari rein in the militants.In parts of the country, the elections were marred by violence due to stiff rivalry, and the battle for power and money. Ethnic differences also fuelled the conflict in some areas, but overall the elections have been more peaceful than in previous years, raising hopes that Nigeria's democracy is maturing.Why Jonathan lost?Buhari's historic victoryNigeria's 36 governors enjoy wide powers and are extremely influential. Some, especially in oil-producing areas, control bigger budgets than those of national governments in some neighbouring West African countries.The Independent National Electoral Commission (Inec) reported 66 violent incidents at polling stations - higher than in the presidential poll.Most of the violence took place in Rivers and other southern states, where voting at some polling stations had to be extended.On Sunday, Inec also announced that the APC had retained power in Lagos state.It means that when Gen Buhari takes over the presidency it will be the first time that the party of the president has controlled Lagos - the commercial capital - since the advent of multi-party democracy in 1999.Our correspondent says the PDP will have to go through a period of introspection, and then rebuild itself under a new leader.The party was in power for 16 years, and voters felt that it was time for change, he says.It had been hit by the defection of governors and MPs to the APC ahead of the elections.The PDP also faced widespread allegations of corruption during its rule, and was accused of failing to do enough to end an Islamist-led insurgency in the north-east where it suffered huge defeats.",nigeria\'s political leaders have won the presidential election for the first time since the end of the year.,0
151,32280676,TranS2S,"The All Progressives Congress (APC) won 19 of the 28 governor posts in results declared from Saturday's elections.It is the biggest defeat for the Peoples Democratic Party (PDP) since military ruled ended in 1999.It lost the presidential poll last month for the first time.APC leader Muhammadu Buhari will be inaugurated on 29 May, after he defeated President Goodluck Jonathan.The PDP's decline has been reinforced by results from Saturday's elections for governors and state assemblies, reports the BBC's Bashir Saad Abdullahi from the capital, Abuja.The party lost for the first time in key northern states like Katsina and Kaduna, the home of outgoing Vice-President Namadi Sambo.It also lost control of Adamawa, one of three states badly hit by militant Islamist group Boko Haram's insurgency.However, the party managed to hold on to Rivers State, Nigeria's oil hub.The PDP won eight governorships, mostly in the south-east.Taraba is the only result still outstanding, while the election in Imo state was declared inconclusive, because the number of spoilt ballot papers was larger than the margin of victory.Elections were not held in seven states.Analysis: Chris Ewokor, BBC Africa, AbujaThe APC has made historic gains, relegating the once-powerful PDP to a regional party. The PDP failed to get a national spread of votes, doing well only in the south-east and the oil-rich Niger Delta. Most states in the north went to the APC, along with Nigeria's commercial hub, Lagos, in the south-west.However, the APC failed to win in any of Nigeria's five oil-producing states. This will be of huge concern to President-elect Muhammadu Buhari, as militant groups could disrupt oil production and starve the federal government of much-needed oil revenue.  It is unlikely that the PDP governors in the five states would help Gen Buhari rein in the militants.In parts of the country, the elections were marred by violence due to stiff rivalry, and the battle for power and money. Ethnic differences also fuelled the conflict in some areas, but overall the elections have been more peaceful than in previous years, raising hopes that Nigeria's democracy is maturing.Why Jonathan lost?Buhari's historic victoryNigeria's 36 governors enjoy wide powers and are extremely influential. Some, especially in oil-producing areas, control bigger budgets than those of national governments in some neighbouring West African countries.The Independent National Electoral Commission (Inec) reported 66 violent incidents at polling stations - higher than in the presidential poll.Most of the violence took place in Rivers and other southern states, where voting at some polling stations had to be extended.On Sunday, Inec also announced that the APC had retained power in Lagos state.It means that when Gen Buhari takes over the presidency it will be the first time that the party of the president has controlled Lagos - the commercial capital - since the advent of multi-party democracy in 1999.Our correspondent says the PDP will have to go through a period of introspection, and then rebuild itself under a new leader.The party was in power for 16 years, and voters felt that it was time for change, he says.It had been hit by the defection of governors and MPs to the APC ahead of the elections.The PDP also faced widespread allegations of corruption during its rule, and was accused of failing to do enough to end an Islamist-led insurgency in the north-east where it suffered huge defeats.","nigeria\'s governing party has won a record-breaking nine states general elections, taking the overall lead.",0
152,40605628,BERTS2S,"Visitors to the Hebridean Celtic Festival will be able to use an app to trigger online information from items such as signs and posters on the site.Videos and band interviews will be among the online material available to view on phones and tablets.HebCelt is is taking place in Stornoway on the Isle of Lewis from 19 to 22 July.The Waterboys, Imelda May, Lucy Spraggan, Skerryvore, Peatbog Faeries and Dougie MacLean are among this year's acts.HebCelt director Caroline Maclennan said: ""We are offering the new augmented reality experience as an extra feature to add to the enjoyment of visiting the festival this year.""But it will also mean people around the world can interact with the festival and capture a flavour of its atmosphere at any time.""The message will be updated in the run up to HebCelt and during the event, allowing people to instantly access information and interviews, buy tickets and also get a taste of our unique festival wherever they are.""",people will soon be able to watch digital information at next year\'s celtic music festival.,0
153,40605628,TConvS2S,"Visitors to the Hebridean Celtic Festival will be able to use an app to trigger online information from items such as signs and posters on the site.Videos and band interviews will be among the online material available to view on phones and tablets.HebCelt is is taking place in Stornoway on the Isle of Lewis from 19 to 22 July.The Waterboys, Imelda May, Lucy Spraggan, Skerryvore, Peatbog Faeries and Dougie MacLean are among this year's acts.HebCelt director Caroline Maclennan said: ""We are offering the new augmented reality experience as an extra feature to add to the enjoyment of visiting the festival this year.""But it will also mean people around the world can interact with the festival and capture a flavour of its atmosphere at any time.""The message will be updated in the run up to HebCelt and during the event, allowing people to instantly access information and interviews, buy tickets and also get a taste of our unique festival wherever they are.""",the organisers of the belladrum tartan heart festival have launched a new online festival.,0
154,40605628,PtGen,"Visitors to the Hebridean Celtic Festival will be able to use an app to trigger online information from items such as signs and posters on the site.Videos and band interviews will be among the online material available to view on phones and tablets.HebCelt is is taking place in Stornoway on the Isle of Lewis from 19 to 22 July.The Waterboys, Imelda May, Lucy Spraggan, Skerryvore, Peatbog Faeries and Dougie MacLean are among this year's acts.HebCelt director Caroline Maclennan said: ""We are offering the new augmented reality experience as an extra feature to add to the enjoyment of visiting the festival this year.""But it will also mean people around the world can interact with the festival and capture a flavour of its atmosphere at any time.""The message will be updated in the run up to HebCelt and during the event, allowing people to instantly access information and interviews, buy tickets and also get a taste of our unique festival wherever they are.""",a new augmented reality experience is being launched in the isle of isle of lewis as part of the new augmented reality headset.,0
155,40605628,TranS2S,"Visitors to the Hebridean Celtic Festival will be able to use an app to trigger online information from items such as signs and posters on the site.Videos and band interviews will be among the online material available to view on phones and tablets.HebCelt is is taking place in Stornoway on the Isle of Lewis from 19 to 22 July.The Waterboys, Imelda May, Lucy Spraggan, Skerryvore, Peatbog Faeries and Dougie MacLean are among this year's acts.HebCelt director Caroline Maclennan said: ""We are offering the new augmented reality experience as an extra feature to add to the enjoyment of visiting the festival this year.""But it will also mean people around the world can interact with the festival and capture a flavour of its atmosphere at any time.""The message will be updated in the run up to HebCelt and during the event, allowing people to instantly access information and interviews, buy tickets and also get a taste of our unique festival wherever they are.""",all images are copyrighted.,0
156,39419795,BERTS2S,"A Gareth Anscombe drop-goal edged Blues 23-20 ahead after Gloucester Josh Hohneck was yellow carded.Alex Cuthbert had helped level the scores after the sin-binning, scoring his second try after Ross Moriarty and Tom Marshall scores put the hosts up.But unanswered second-half tries from Jonny May, Marshall, Mark Atkinson and Henry Purdy sealed Gloucester's win.The Cherry and Whites, who went out at home at the quarter-final stage last year, won the competition in 2015.Defeat for the Blues means they have failed to progress beyond the last eight of any European Cup competition since winning the continent's second-tier title in 2010.In a seesawing opening 40 minutes, scores were locked on four separate occasions, with Cuthbert and Moriarty trading tries before Blues' Steven Shingler and Gloucester's Billy Burns swapped penalties.More of the same followed when Billy Twelvetrees took over kicking duties from Burns, following a head injury, as both sides landed further penalties and Marshall's first try put Gloucester 20-13 up.However, Blues racked up 10 points while Gloucester were a man down to take a three-point advantage into the break.Shingler extended that lead to six, but that is as good as it would get for the Pro12 side, who had Wales' Sam Warburton at blind-side flanker after impressing in the position for Wales during the Six Nations Championship.England coach Eddie Jones was in the stands at Kingholm to see May, the only Gloucester player he called upon for their triumphant Six Nations campaign, cross for the first of the hosts' four second-half scores to seal an ultimately convincing win that sees them progress to play La Rochelle - a side they met twice and beat once in the group stage this term.Gloucester: Marshall; Sharples, Trinder, Twelvetrees, May; Burns, Heinz (capt); McAllister, Hibbard, Hohneck, Savage, Thrush, Moriarty, Rowan, Morgan.Replacements: Matu'u, Thomas, Afoa, Galarza, Ludlow, Braley, Atkinson, Purdy.Cardiff Blues: Morgan; Cuthbert, Lee-Lo, Shingler, Scully; Anscombe, Williams; Jenkins (capt), Dacey, Filise, Earle, Hoeata, Warburton, Navidi, Williams.Replacements: Rees, Domachowski, Assiratti, Cook, Bennett, Williams, Halaholo, Summerhill.Referee: Pascal Gauzere (France)For the latest rugby union news follow @bbcrugbyunion on Twitter.",cardiff blues suffered their first european challenge cup defeat of the season as gloucester came from behind to beat gloucester at kingsholm.,0
157,39419795,TConvS2S,"A Gareth Anscombe drop-goal edged Blues 23-20 ahead after Gloucester Josh Hohneck was yellow carded.Alex Cuthbert had helped level the scores after the sin-binning, scoring his second try after Ross Moriarty and Tom Marshall scores put the hosts up.But unanswered second-half tries from Jonny May, Marshall, Mark Atkinson and Henry Purdy sealed Gloucester's win.The Cherry and Whites, who went out at home at the quarter-final stage last year, won the competition in 2015.Defeat for the Blues means they have failed to progress beyond the last eight of any European Cup competition since winning the continent's second-tier title in 2010.In a seesawing opening 40 minutes, scores were locked on four separate occasions, with Cuthbert and Moriarty trading tries before Blues' Steven Shingler and Gloucester's Billy Burns swapped penalties.More of the same followed when Billy Twelvetrees took over kicking duties from Burns, following a head injury, as both sides landed further penalties and Marshall's first try put Gloucester 20-13 up.However, Blues racked up 10 points while Gloucester were a man down to take a three-point advantage into the break.Shingler extended that lead to six, but that is as good as it would get for the Pro12 side, who had Wales' Sam Warburton at blind-side flanker after impressing in the position for Wales during the Six Nations Championship.England coach Eddie Jones was in the stands at Kingholm to see May, the only Gloucester player he called upon for their triumphant Six Nations campaign, cross for the first of the hosts' four second-half scores to seal an ultimately convincing win that sees them progress to play La Rochelle - a side they met twice and beat once in the group stage this term.Gloucester: Marshall; Sharples, Trinder, Twelvetrees, May; Burns, Heinz (capt); McAllister, Hibbard, Hohneck, Savage, Thrush, Moriarty, Rowan, Morgan.Replacements: Matu'u, Thomas, Afoa, Galarza, Ludlow, Braley, Atkinson, Purdy.Cardiff Blues: Morgan; Cuthbert, Lee-Lo, Shingler, Scully; Anscombe, Williams; Jenkins (capt), Dacey, Filise, Earle, Hoeata, Warburton, Navidi, Williams.Replacements: Rees, Domachowski, Assiratti, Cook, Bennett, Williams, Halaholo, Summerhill.Referee: Pascal Gauzere (France)For the latest rugby union news follow @bbcrugbyunion on Twitter.",gloucester maintained their 100% start to the european champions cup with a bonus-point win over gloucester at kingsholm.,0
158,39419795,PtGen,"A Gareth Anscombe drop-goal edged Blues 23-20 ahead after Gloucester Josh Hohneck was yellow carded.Alex Cuthbert had helped level the scores after the sin-binning, scoring his second try after Ross Moriarty and Tom Marshall scores put the hosts up.But unanswered second-half tries from Jonny May, Marshall, Mark Atkinson and Henry Purdy sealed Gloucester's win.The Cherry and Whites, who went out at home at the quarter-final stage last year, won the competition in 2015.Defeat for the Blues means they have failed to progress beyond the last eight of any European Cup competition since winning the continent's second-tier title in 2010.In a seesawing opening 40 minutes, scores were locked on four separate occasions, with Cuthbert and Moriarty trading tries before Blues' Steven Shingler and Gloucester's Billy Burns swapped penalties.More of the same followed when Billy Twelvetrees took over kicking duties from Burns, following a head injury, as both sides landed further penalties and Marshall's first try put Gloucester 20-13 up.However, Blues racked up 10 points while Gloucester were a man down to take a three-point advantage into the break.Shingler extended that lead to six, but that is as good as it would get for the Pro12 side, who had Wales' Sam Warburton at blind-side flanker after impressing in the position for Wales during the Six Nations Championship.England coach Eddie Jones was in the stands at Kingholm to see May, the only Gloucester player he called upon for their triumphant Six Nations campaign, cross for the first of the hosts' four second-half scores to seal an ultimately convincing win that sees them progress to play La Rochelle - a side they met twice and beat once in the group stage this term.Gloucester: Marshall; Sharples, Trinder, Twelvetrees, May; Burns, Heinz (capt); McAllister, Hibbard, Hohneck, Savage, Thrush, Moriarty, Rowan, Morgan.Replacements: Matu'u, Thomas, Afoa, Galarza, Ludlow, Braley, Atkinson, Purdy.Cardiff Blues: Morgan; Cuthbert, Lee-Lo, Shingler, Scully; Anscombe, Williams; Jenkins (capt), Dacey, Filise, Earle, Hoeata, Warburton, Navidi, Williams.Replacements: Rees, Domachowski, Assiratti, Cook, Bennett, Williams, Halaholo, Summerhill.Referee: Pascal Gauzere (France)For the latest rugby union news follow @bbcrugbyunion on Twitter.",gloucester kept their faint hopes of qualifying for the european champions cup quarter-finals with a hard-fought win over gloucester.,0
159,39419795,TranS2S,"A Gareth Anscombe drop-goal edged Blues 23-20 ahead after Gloucester Josh Hohneck was yellow carded.Alex Cuthbert had helped level the scores after the sin-binning, scoring his second try after Ross Moriarty and Tom Marshall scores put the hosts up.But unanswered second-half tries from Jonny May, Marshall, Mark Atkinson and Henry Purdy sealed Gloucester's win.The Cherry and Whites, who went out at home at the quarter-final stage last year, won the competition in 2015.Defeat for the Blues means they have failed to progress beyond the last eight of any European Cup competition since winning the continent's second-tier title in 2010.In a seesawing opening 40 minutes, scores were locked on four separate occasions, with Cuthbert and Moriarty trading tries before Blues' Steven Shingler and Gloucester's Billy Burns swapped penalties.More of the same followed when Billy Twelvetrees took over kicking duties from Burns, following a head injury, as both sides landed further penalties and Marshall's first try put Gloucester 20-13 up.However, Blues racked up 10 points while Gloucester were a man down to take a three-point advantage into the break.Shingler extended that lead to six, but that is as good as it would get for the Pro12 side, who had Wales' Sam Warburton at blind-side flanker after impressing in the position for Wales during the Six Nations Championship.England coach Eddie Jones was in the stands at Kingholm to see May, the only Gloucester player he called upon for their triumphant Six Nations campaign, cross for the first of the hosts' four second-half scores to seal an ultimately convincing win that sees them progress to play La Rochelle - a side they met twice and beat once in the group stage this term.Gloucester: Marshall; Sharples, Trinder, Twelvetrees, May; Burns, Heinz (capt); McAllister, Hibbard, Hohneck, Savage, Thrush, Moriarty, Rowan, Morgan.Replacements: Matu'u, Thomas, Afoa, Galarza, Ludlow, Braley, Atkinson, Purdy.Cardiff Blues: Morgan; Cuthbert, Lee-Lo, Shingler, Scully; Anscombe, Williams; Jenkins (capt), Dacey, Filise, Earle, Hoeata, Warburton, Navidi, Williams.Replacements: Rees, Domachowski, Assiratti, Cook, Bennett, Williams, Halaholo, Summerhill.Referee: Pascal Gauzere (France)For the latest rugby union news follow @bbcrugbyunion on Twitter.",cardiff blues maintained their 100% start to the european challenge cup with a bonus-point win over gloucester.,0
160,27775709,BERTS2S,"Birmingham academies Park View and Nansen Primary - rated inadequate by Ofsted - will have their funding agreements terminated.Park View Educational Trust said it may be removed from running the schools.Oldknow Academy and Golden Hillock School, also rated inadequate, were warned they could lose funding unless concerns were addressed.A head teacher at one of the Trojan Horse schools said parents tried to undermine her authority and descended on the school during an Ofsted inspection.The head teacher, who wished to remain anonymous, said she heard parents speaking to an inspector about her.She said she came close to quitting her job on a number of occasions but everything ""fell into place"" when news of the Trojan Horse letter broke.""From 2012 I felt alone,"" she said.""I did not know it was happening to other heads. If I had known, I could have rationalised it but at the time I felt embarrassed.""I started thinking 'maybe it is me, maybe I'm doing something wrong.'""On Monday, the watchdog published 21 reports into schools allegedly targeted as part of a hardline Muslim takeover.Five of those schools, including Park View and Oldknow, were rated inadequate.'Islamic-themed assemblies'Birmingham City Council said it would work with Saltley School, the only local authority school placed in special measures, and the Department for Education to install a temporary governing board.In a letter to Park View chairman Tahir Alam, education minister Lord Nash said there were ""deep concerns"" about the way Park View School was run.The letter said: ""I have decided under clause 5.6 of the supplementary funding agreement for the academy to give written notice of the Secretary of State's intention to terminate that agreement.""Lord Nash criticised the trust for failing to promote ""spiritual, moral, social and cultural development of pupils"".""I am deeply mindful of the need to eliminate discrimination, advance equality of opportunity and foster good relations,"" he said.A similar letter about Nansen Primary School, also addressed to Tahir Alam, said it would have its funding arrangement terminated.Both letters invited the trust to respond before 4 July.A spokesman for Park View School said they would challenge the Ofsted report through the appropriate legal channels.They said terminating the funding agreement would mean the trust could be removed from the running of the three schools.""What happens to the schools after that would be the decision of the secretary of state, as they are already academy schools under the remit of [the] Department for Education,"" they said.In a letter to Dr Achmad da Costa, chair of Oldknow Academy Trust, Lord Nash said it was not meeting the requirements set out in its funding agreement.""Therefore the Secretary of State is minded to terminate the funding agreement unless all the breaches are addressed promptly, in full, and to his satisfaction,"" it said.Lord Nash set out a list of actions the trust must take before 4 July.These included ending ""less favourable"" treatment of non-Muslims, ceasing segregation of boys and girls, and drawing up a plan to ensure a more ""broad and balanced"" curriculum.Oldknow Academy declined to comment on the letter from Lord Nash.A letter to Tahir Alam regarding Golden Hillock's funding arrangement set out a similar list of demands to be completed within the same timescale.Ofsted chief Sir Michael Wilshaw said ""a culture of fear and intimidation has taken grip"" in Birmingham schools, while a number of head teachers had reported an ""organised campaign to target certain schools in order to impose a narrow, faith-based ideology"".'Own agendas'The report into Park View School said the academy's work to keep students safe, including from extremism, was inadequate.It said external speakers had not been vetted properly and the school had allowed a guest with known extremist views to speak to students as part of Islamic-themed assemblies.Park View and Oldknow trusts did not comment on the future but one of Saltley School's senior teachers said it hoped to boost its Ofsted rating.Darren Turner was brought in as associate head teacher on Thursday as part of a partnership scheme with other local schools.He said there had been ""upset"" among staff and pupils at Saltley's inadequate rating.""This is all about moving forward, what happens next,"" he said.""Behind these walls they've got some excellent teachers and they want to get back to doing what they are good at: teaching.""When this school gets back to 'good' again we want to go further and become outstanding.""Parents at the schools have criticised Ofsted's reports and accused inspectors of bias.Health professional Arshad Malik told the BBC the findings were  ""alien"" to his child's experience at Park View.""‎Inspectors came with loaded questions,"" he said.""People are trying to use this school to push their own agendas.""He said parents would like to invite Education Secretary Michael Gove to the school for an open meeting about Ofsted's findings and to talk about what evidence was found to support them.","three schools have been threatened with legal action over an alleged trojan horse affair, the education secretary has said.",0
161,27775709,TConvS2S,"Birmingham academies Park View and Nansen Primary - rated inadequate by Ofsted - will have their funding agreements terminated.Park View Educational Trust said it may be removed from running the schools.Oldknow Academy and Golden Hillock School, also rated inadequate, were warned they could lose funding unless concerns were addressed.A head teacher at one of the Trojan Horse schools said parents tried to undermine her authority and descended on the school during an Ofsted inspection.The head teacher, who wished to remain anonymous, said she heard parents speaking to an inspector about her.She said she came close to quitting her job on a number of occasions but everything ""fell into place"" when news of the Trojan Horse letter broke.""From 2012 I felt alone,"" she said.""I did not know it was happening to other heads. If I had known, I could have rationalised it but at the time I felt embarrassed.""I started thinking 'maybe it is me, maybe I'm doing something wrong.'""On Monday, the watchdog published 21 reports into schools allegedly targeted as part of a hardline Muslim takeover.Five of those schools, including Park View and Oldknow, were rated inadequate.'Islamic-themed assemblies'Birmingham City Council said it would work with Saltley School, the only local authority school placed in special measures, and the Department for Education to install a temporary governing board.In a letter to Park View chairman Tahir Alam, education minister Lord Nash said there were ""deep concerns"" about the way Park View School was run.The letter said: ""I have decided under clause 5.6 of the supplementary funding agreement for the academy to give written notice of the Secretary of State's intention to terminate that agreement.""Lord Nash criticised the trust for failing to promote ""spiritual, moral, social and cultural development of pupils"".""I am deeply mindful of the need to eliminate discrimination, advance equality of opportunity and foster good relations,"" he said.A similar letter about Nansen Primary School, also addressed to Tahir Alam, said it would have its funding arrangement terminated.Both letters invited the trust to respond before 4 July.A spokesman for Park View School said they would challenge the Ofsted report through the appropriate legal channels.They said terminating the funding agreement would mean the trust could be removed from the running of the three schools.""What happens to the schools after that would be the decision of the secretary of state, as they are already academy schools under the remit of [the] Department for Education,"" they said.In a letter to Dr Achmad da Costa, chair of Oldknow Academy Trust, Lord Nash said it was not meeting the requirements set out in its funding agreement.""Therefore the Secretary of State is minded to terminate the funding agreement unless all the breaches are addressed promptly, in full, and to his satisfaction,"" it said.Lord Nash set out a list of actions the trust must take before 4 July.These included ending ""less favourable"" treatment of non-Muslims, ceasing segregation of boys and girls, and drawing up a plan to ensure a more ""broad and balanced"" curriculum.Oldknow Academy declined to comment on the letter from Lord Nash.A letter to Tahir Alam regarding Golden Hillock's funding arrangement set out a similar list of demands to be completed within the same timescale.Ofsted chief Sir Michael Wilshaw said ""a culture of fear and intimidation has taken grip"" in Birmingham schools, while a number of head teachers had reported an ""organised campaign to target certain schools in order to impose a narrow, faith-based ideology"".'Own agendas'The report into Park View School said the academy's work to keep students safe, including from extremism, was inadequate.It said external speakers had not been vetted properly and the school had allowed a guest with known extremist views to speak to students as part of Islamic-themed assemblies.Park View and Oldknow trusts did not comment on the future but one of Saltley School's senior teachers said it hoped to boost its Ofsted rating.Darren Turner was brought in as associate head teacher on Thursday as part of a partnership scheme with other local schools.He said there had been ""upset"" among staff and pupils at Saltley's inadequate rating.""This is all about moving forward, what happens next,"" he said.""Behind these walls they've got some excellent teachers and they want to get back to doing what they are good at: teaching.""When this school gets back to 'good' again we want to go further and become outstanding.""Parents at the schools have criticised Ofsted's reports and accused inspectors of bias.Health professional Arshad Malik told the BBC the findings were  ""alien"" to his child's experience at Park View.""‎Inspectors came with loaded questions,"" he said.""People are trying to use this school to push their own agendas.""He said parents would like to invite Education Secretary Michael Gove to the school for an open meeting about Ofsted's findings and to talk about what evidence was found to support them.",the head teacher of a birmingham school has been placed in special measures after being found guilty of misconduct.,0
